full_name,email,parent_phone,gender,grade,section,photo_path
"يسرى سليمان اليدومي",student3_ب_20@example.com,786371867,female,3,ب,students/student_3_ب_20.jpg
"هدى هاني الخميسي",student3_ب_21@example.com,744719034,female,3,ب,students/student_3_ب_21.jpg
"هدى حسن الذيفاني",student3_ب_22@example.com,771344018,female,3,ب,students/student_3_ب_22.jpg
"صالح حسن اليدومي",student3_ب_23@example.com,711115711,male,3,ب,students/student_3_ب_23.jpg
"رامي هاني البيضاني",student3_ب_24@example.com,710748188,male,3,ب,students/student_3_ب_24.jpg
"عمار حسن القاسمي",student3_ب_25@example.com,711442160,male,3,ب,students/student_3_ب_25.jpg
"وليد رامي المذحجي",student3_ب_26@example.com,780804197,male,3,ب,students/student_3_ب_26.jpg
"ريم وليد الجبري",student3_ب_27@example.com,761055018,female,3,ب,students/student_3_ب_27.jpg
"فاطمة محمد الخميسي",student3_ب_28@example.com,750756383,female,3,ب,students/student_3_ب_28.jpg
"بلقيس باسم اليافعي",student3_ب_29@example.com,788110930,female,3,ب,students/student_3_ب_29.jpg
"علي عمار الحاشدي",student3_ب_30@example.com,719612296,male,3,ب,students/student_3_ب_30.jpg
"علي عمار البيضاني",student3_ب_31@example.com,754877080,male,3,ب,students/student_3_ب_31.jpg
"زينب أحمد الكندي",student3_ب_32@example.com,746412250,female,3,ب,students/student_3_ب_32.jpg
"ريم عبدالله الهمداني",student3_ب_33@example.com,760986491,female,3,ب,students/student_3_ب_33.jpg
"فارس فارس الحرازي",student3_ب_34@example.com,740773299,male,3,ب,students/student_3_ب_34.jpg
"مريم حسن المتوكل",student3_ب_35@example.com,713461293,female,3,ب,students/student_3_ب_35.jpg
"هاني قاسم الوزير",student3_ب_36@example.com,761508371,male,3,ب,students/student_3_ب_36.jpg
"فارس هاني الهمداني",student3_ب_37@example.com,723659398,male,3,ب,students/student_3_ب_37.jpg
"سليمان رامي البكاري",student3_ب_38@example.com,730182691,male,3,ب,students/student_3_ب_38.jpg
"يحيى رامي المؤيد",student3_ب_39@example.com,765890267,male,3,ب,students/student_3_ب_39.jpg
"ليلى رامي اليدومي",student3_ب_40@example.com,739079177,female,3,ب,students/student_3_ب_40.jpg
"يسرى باسم المطري",student3_ب_41@example.com,734097709,female,3,ب,students/student_3_ب_41.jpg
"عبير يحيى الكندي",student3_ب_42@example.com,710578909,female,3,ب,students/student_3_ب_42.jpg
"باسم مازن الحرازي",student3_ب_43@example.com,721491043,male,3,ب,students/student_3_ب_43.jpg
"علي سامي المؤيد",student3_ب_44@example.com,794998513,male,3,ب,students/student_3_ب_44.jpg
"عبدالله فؤاد المؤيد",student3_ب_45@example.com,750782337,male,3,ب,students/student_3_ب_45.jpg
"سلوى سليمان الحاشدي",student3_ب_46@example.com,745178794,female,3,ب,students/student_3_ب_46.jpg
"خلود إبراهيم الذيفاني",student3_ب_47@example.com,760637835,female,3,ب,students/student_3_ب_47.jpg
"فارس حسن الخميسي",student3_ب_48@example.com,710987549,male,3,ب,students/student_3_ب_48.jpg
"رامي حسن الشريف",student3_ب_49@example.com,770619545,male,3,ب,students/student_3_ب_49.jpg
"رامي علي الوزير",student3_ب_50@example.com,768232821,male,3,ب,students/student_3_ب_50.jpg
"صالح باسم الذيفاني",student4_أ_1@example.com,771959493,male,4,أ,students/student_4_أ_1.jpg
"حسين عمار الحاشدي",student4_أ_2@example.com,742268008,male,4,أ,students/student_4_أ_2.jpg
"عمار وليد المذحجي",student4_أ_3@example.com,754173656,male,4,أ,students/student_4_أ_3.jpg
"نورا صالح القاسمي",student4_أ_4@example.com,797176598,female,4,أ,students/student_4_أ_4.jpg
"أروى يحيى الحاشدي",student4_أ_5@example.com,768998561,female,4,أ,students/student_4_أ_5.jpg
"محمد مازن الصايدي",student4_أ_6@example.com,729032724,male,4,أ,students/student_4_أ_6.jpg
"فوزية سامي البيضاني",student4_أ_7@example.com,712038401,female,4,أ,students/student_4_أ_7.jpg
"مريم محمد القاسمي",student4_أ_8@example.com,711845581,female,4,أ,students/student_4_أ_8.jpg
"علي فؤاد البيضاني",student4_أ_9@example.com,748814844,male,4,أ,students/student_4_أ_9.jpg
"علي إبراهيم الجبري",student4_أ_10@example.com,756253217,male,4,أ,students/student_4_أ_10.jpg
"حنان فؤاد الإرياني",student4_أ_11@example.com,758741315,female,4,أ,students/student_4_أ_11.jpg
"إبراهيم يحيى اليدومي",student4_أ_12@example.com,763150863,male,4,أ,students/student_4_أ_12.jpg
"إيمان عبدالله الخميسي",student4_أ_13@example.com,756173457,female,4,أ,students/student_4_أ_13.jpg
"نورا فارس البيضاني",student4_أ_14@example.com,716763348,female,4,أ,students/student_4_أ_14.jpg
"حسين إبراهيم المطري",student4_أ_15@example.com,737164854,male,4,أ,students/student_4_أ_15.jpg
"عبدالله عمار المؤيد",student4_أ_16@example.com,782077864,male,4,أ,students/student_4_أ_16.jpg
"خلود حسن البكاري",student4_أ_17@example.com,713132247,female,4,أ,students/student_4_أ_17.jpg
"منى يحيى الإرياني",student4_أ_18@example.com,767936117,female,4,أ,students/student_4_أ_18.jpg
"صالح علي الذيفاني",student4_أ_19@example.com,744356947,male,4,أ,students/student_4_أ_19.jpg
"إبراهيم علي السفياني",student4_أ_20@example.com,768794244,male,4,أ,students/student_4_أ_20.jpg
"سليمان سليمان المؤيد",student4_أ_21@example.com,744951231,male,4,أ,students/student_4_أ_21.jpg
"فؤاد فارس الشريف",student4_أ_22@example.com,727473781,male,4,أ,students/student_4_أ_22.jpg
"هاني وليد المتوكل",student4_أ_23@example.com,722575605,male,4,أ,students/student_4_أ_23.jpg
"أمل فؤاد الصايدي",student4_أ_24@example.com,718044888,female,4,أ,students/student_4_أ_24.jpg
"قاسم فؤاد اليدومي",student4_أ_25@example.com,757104791,male,4,أ,students/student_4_أ_25.jpg
"بلقيس علي البكاري",student4_أ_26@example.com,784038713,female,4,أ,students/student_4_أ_26.jpg
"حسن يحيى اليدومي",student4_أ_27@example.com,726587903,male,4,أ,students/student_4_أ_27.jpg
"إبراهيم فارس المؤيد",student4_أ_28@example.com,798734162,male,4,أ,students/student_4_أ_28.jpg
"محمد مازن اليافعي",student4_أ_29@example.com,739085637,male,4,أ,students/student_4_أ_29.jpg
"حسن إبراهيم الزبيري",student4_أ_30@example.com,785949738,male,4,أ,students/student_4_أ_30.jpg
"زينب يحيى الحاشدي",student4_أ_31@example.com,734222656,female,4,أ,students/student_4_أ_31.jpg
"صالح باسم الجبري",student4_أ_32@example.com,793265932,male,4,أ,students/student_4_أ_32.jpg
"هاني فارس الأهجري",student4_أ_33@example.com,710514161,male,4,أ,students/student_4_أ_33.jpg
"إبراهيم وليد الإرياني",student4_أ_34@example.com,720697447,male,4,أ,students/student_4_أ_34.jpg
"رامي باسم المؤيد",student4_أ_35@example.com,719352483,male,4,أ,students/student_4_أ_35.jpg
"هاني علي الإرياني",student4_أ_36@example.com,787137325,male,4,أ,students/student_4_أ_36.jpg
"فاطمة سليمان الحرازي",student4_أ_37@example.com,754442243,female,4,أ,students/student_4_أ_37.jpg
"فؤاد عبدالله الصايدي",student4_أ_38@example.com,741068515,male,4,أ,students/student_4_أ_38.jpg
"ليلى حسين البيضاني",student4_أ_39@example.com,714349515,female,4,أ,students/student_4_أ_39.jpg
"يسرى باسم الصايدي",student4_أ_40@example.com,718469134,female,4,أ,students/student_4_أ_40.jpg
"أروى أحمد البيضاني",student4_أ_41@example.com,792689338,female,4,أ,students/student_4_أ_41.jpg
"إبراهيم عمار السفياني",student4_أ_42@example.com,746273373,male,4,أ,students/student_4_أ_42.jpg
"قاسم فارس المذحجي",student4_أ_43@example.com,725962378,male,4,أ,students/student_4_أ_43.jpg
"حسن صالح اليدومي",student4_أ_44@example.com,730588481,male,4,أ,students/student_4_أ_44.jpg
"فاطمة علي المطري",student4_أ_45@example.com,767307014,female,4,أ,students/student_4_أ_45.jpg
"عمار سليمان المتوكل",student4_أ_46@example.com,725638276,male,4,أ,students/student_4_أ_46.jpg
"فوزية أحمد المطري",student4_أ_47@example.com,749351688,female,4,أ,students/student_4_أ_47.jpg
"مازن صالح الإرياني",student4_أ_48@example.com,722899326,male,4,أ,students/student_4_أ_48.jpg
"عبير علي البكاري",student4_أ_49@example.com,727927260,female,4,أ,students/student_4_أ_49.jpg
"إبراهيم علي الحرازي",student4_أ_50@example.com,774433734,male,4,أ,students/student_4_أ_50.jpg
"مريم عمار القرشي",student4_ب_1@example.com,733545912,female,4,ب,students/student_4_ب_1.jpg
"رامي فارس الذيفاني",student4_ب_2@example.com,724987052,male,4,ب,students/student_4_ب_2.jpg
"عائشة محمد الكندي",student4_ب_3@example.com,711047174,female,4,ب,students/student_4_ب_3.jpg
"حسن يحيى القاسمي",student4_ب_4@example.com,764242688,male,4,ب,students/student_4_ب_4.jpg
"عبير فؤاد الصايدي",student4_ب_5@example.com,783456514,female,4,ب,students/student_4_ب_5.jpg
"فوزية عبدالله الذيفاني",student4_ب_6@example.com,780875853,female,4,ب,students/student_4_ب_6.jpg
"رامي رامي الوزير",student4_ب_7@example.com,710462798,male,4,ب,students/student_4_ب_7.jpg
"وليد فؤاد البيضاني",student4_ب_8@example.com,712592054,male,4,ب,students/student_4_ب_8.jpg
"أمل علي الصايدي",student4_ب_9@example.com,787159800,female,4,ب,students/student_4_ب_9.jpg
"محمد صالح الأهجري",student4_ب_10@example.com,761505696,male,4,ب,students/student_4_ب_10.jpg
"عبدالله فؤاد الإرياني",student4_ب_11@example.com,723412849,male,4,ب,students/student_4_ب_11.jpg
"محمد حسين اليافعي",student4_ب_12@example.com,723333772,male,4,ب,students/student_4_ب_12.jpg
"فارس وليد المتوكل",student4_ب_13@example.com,761651111,male,4,ب,students/student_4_ب_13.jpg
"بلقيس رامي البيضاني",student4_ب_14@example.com,758523771,female,4,ب,students/student_4_ب_14.jpg
"وليد إبراهيم السفياني",student4_ب_15@example.com,747757880,male,4,ب,students/student_4_ب_15.jpg
"سليمان مازن الوزير",student4_ب_16@example.com,755634037,male,4,ب,students/student_4_ب_16.jpg
"عبدالله حسن الذيفاني",student4_ب_17@example.com,773519658,male,4,ب,students/student_4_ب_17.jpg
"فارس فؤاد الصايدي",student4_ب_18@example.com,769457033,male,4,ب,students/student_4_ب_18.jpg
"أروى سامي البيضاني",student4_ب_19@example.com,711518625,female,4,ب,students/student_4_ب_19.jpg
"إبراهيم وليد البكاري",student4_ب_20@example.com,756524566,male,4,ب,students/student_4_ب_20.jpg
"ليلى هاني المتوكل",student4_ب_21@example.com,732488418,female,4,ب,students/student_4_ب_21.jpg
"عمار سامي الجبري",student4_ب_22@example.com,787758950,male,4,ب,students/student_4_ب_22.jpg
"سارة محمد الجبري",student4_ب_23@example.com,717617790,female,4,ب,students/student_4_ب_23.jpg
"علي حسن القاسمي",student4_ب_24@example.com,730974597,male,4,ب,students/student_4_ب_24.jpg
"حنان فؤاد الزبيري",student4_ب_25@example.com,755978473,female,4,ب,students/student_4_ب_25.jpg
"أروى قاسم الأهجري",student4_ب_26@example.com,749872039,female,4,ب,students/student_4_ب_26.jpg
"يحيى سليمان الأهجري",student4_ب_27@example.com,722280789,male,4,ب,students/student_4_ب_27.jpg
"سلوى هاني الحرازي",student4_ب_28@example.com,719929740,female,4,ب,students/student_4_ب_28.jpg
"فاطمة سامي البيضاني",student4_ب_29@example.com,711881355,female,4,ب,students/student_4_ب_29.jpg
"فؤاد صالح القرشي",student4_ب_30@example.com,741540707,male,4,ب,students/student_4_ب_30.jpg
"سامي فارس الحرازي",student4_ب_31@example.com,736844567,male,4,ب,students/student_4_ب_31.jpg
"فارس فارس الكندي",student4_ب_32@example.com,746134606,male,4,ب,students/student_4_ب_32.jpg
"علي عبدالله الذيفاني",student4_ب_33@example.com,739205547,male,4,ب,students/student_4_ب_33.jpg
"حنان سامي الحاشدي",student4_ب_34@example.com,795016557,female,4,ب,students/student_4_ب_34.jpg
"عمار وليد الشريف",student4_ب_35@example.com,773608130,male,4,ب,students/student_4_ب_35.jpg
"إبراهيم باسم الشريف",student4_ب_36@example.com,762141824,male,4,ب,students/student_4_ب_36.jpg
"سلوى فارس المتوكل",student4_ب_37@example.com,795650042,female,4,ب,students/student_4_ب_37.jpg
"سارة حسين الحرازي",student4_ب_38@example.com,769577236,female,4,ب,students/student_4_ب_38.jpg
"عائشة هاني اليافعي",student4_ب_39@example.com,768871590,female,4,ب,students/student_4_ب_39.jpg
"عمار فارس البكاري",student4_ب_40@example.com,749526465,male,4,ب,students/student_4_ب_40.jpg
"عمار فؤاد الصايدي",student4_ب_41@example.com,799696893,male,4,ب,students/student_4_ب_41.jpg
"عمار صالح اليافعي",student4_ب_42@example.com,734276463,male,4,ب,students/student_4_ب_42.jpg
"ليلى فؤاد الخميسي",student4_ب_43@example.com,736261053,female,4,ب,students/student_4_ب_43.jpg
"سليمان حسين البيضاني",student4_ب_44@example.com,753533532,male,4,ب,students/student_4_ب_44.jpg
"علي سليمان الحرازي",student4_ب_45@example.com,793024978,male,4,ب,students/student_4_ب_45.jpg
"فاطمة سامي الهمداني",student4_ب_46@example.com,757862542,female,4,ب,students/student_4_ب_46.jpg
"صالح وليد الشريف",student4_ب_47@example.com,779079068,male,4,ب,students/student_4_ب_47.jpg
"هاني باسم الزبيري",student4_ب_48@example.com,778544149,male,4,ب,students/student_4_ب_48.jpg
"سارة هاني الحاشدي",student4_ب_49@example.com,740329290,female,4,ب,students/student_4_ب_49.jpg
"عائشة رامي الهمداني",student4_ب_50@example.com,790745646,female,4,ب,students/student_4_ب_50.jpg
"مازن باسم القاسمي",student5_أ_1@example.com,725358129,male,5,أ,students/student_5_أ_1.jpg
"قاسم حسن الحرازي",student5_أ_2@example.com,766938393,male,5,أ,students/student_5_أ_2.jpg
"حسن مازن المؤيد",student5_أ_3@example.com,720344248,male,5,أ,students/student_5_أ_3.jpg
"فاطمة مازن الحاشدي",student5_أ_4@example.com,717021901,female,5,أ,students/student_5_أ_4.jpg
"فوزية يحيى البكاري",student5_أ_5@example.com,761501641,female,5,أ,students/student_5_أ_5.jpg
"منى فؤاد المتوكل",student5_أ_6@example.com,730690374,female,5,أ,students/student_5_أ_6.jpg
"صالح سليمان المذحجي",student5_أ_7@example.com,720249906,male,5,أ,students/student_5_أ_7.jpg
"عبير يحيى الخميسي",student5_أ_8@example.com,762478361,female,5,أ,students/student_5_أ_8.jpg
"ريم مازن الجبري",student5_أ_9@example.com,795109000,female,5,أ,students/student_5_أ_9.jpg
"سلوى إبراهيم المذحجي",student5_أ_10@example.com,769225232,female,5,أ,students/student_5_أ_10.jpg
"صالح علي الشريف",student5_أ_11@example.com,768144570,male,5,أ,students/student_5_أ_11.jpg
"سلوى سليمان الذيفاني",student5_أ_12@example.com,787278581,female,5,أ,students/student_5_أ_12.jpg
"إبراهيم يحيى البيضاني",student5_أ_13@example.com,751520866,male,5,أ,students/student_5_أ_13.jpg
"علي أحمد الإرياني",student5_أ_14@example.com,776214954,male,5,أ,students/student_5_أ_14.jpg
"قاسم مازن المتوكل",student5_أ_15@example.com,744094014,male,5,أ,students/student_5_أ_15.jpg
"فاطمة مازن الكندي",student5_أ_16@example.com,742104720,female,5,أ,students/student_5_أ_16.jpg
"رامي حسين الأهجري",student5_أ_17@example.com,748895578,male,5,أ,students/student_5_أ_17.jpg
"ليلى أحمد الحرازي",student5_أ_18@example.com,746511854,female,5,أ,students/student_5_أ_18.jpg
"ريم فؤاد المطري",student5_أ_19@example.com,798123359,female,5,أ,students/student_5_أ_19.jpg
"سارة وليد البكاري",student5_أ_20@example.com,762326258,female,5,أ,students/student_5_أ_20.jpg
"علي عمار اليافعي",student5_أ_21@example.com,769281090,male,5,أ,students/student_5_أ_21.jpg
"فارس باسم المطري",student5_أ_22@example.com,788436283,male,5,أ,students/student_5_أ_22.jpg
"سلوى سليمان الشريف",student5_أ_23@example.com,736480990,female,5,أ,students/student_5_أ_23.jpg
"أمل سليمان السفياني",student5_أ_24@example.com,754504541,female,5,أ,students/student_5_أ_24.jpg
"إيمان سامي اليافعي",student5_أ_25@example.com,747104949,female,5,أ,students/student_5_أ_25.jpg
"فارس إبراهيم الأهجري",student5_أ_26@example.com,716731914,male,5,أ,students/student_5_أ_26.jpg
"هدى محمد الذيفاني",student5_أ_27@example.com,796609983,female,5,أ,students/student_5_أ_27.jpg
"سليمان عبدالله المتوكل",student5_أ_28@example.com,723767484,male,5,أ,students/student_5_أ_28.jpg
"سلوى مازن الزبيري",student5_أ_29@example.com,725940101,female,5,أ,students/student_5_أ_29.jpg
"حسين قاسم المذحجي",student5_أ_30@example.com,768389866,male,5,أ,students/student_5_أ_30.jpg
"باسم حسين الجبري",student5_أ_31@example.com,787503969,male,5,أ,students/student_5_أ_31.jpg
"يحيى إبراهيم الحاشدي",student5_أ_32@example.com,711637024,male,5,أ,students/student_5_أ_32.jpg
"عائشة فارس المتوكل",student5_أ_33@example.com,776621678,female,5,أ,students/student_5_أ_33.jpg
"حنان سليمان المذحجي",student5_أ_34@example.com,734878582,female,5,أ,students/student_5_أ_34.jpg
"إبراهيم علي الكندي",student5_أ_35@example.com,717178112,male,5,أ,students/student_5_أ_35.jpg
"مريم سليمان الذيفاني",student5_أ_36@example.com,726359436,female,5,أ,students/student_5_أ_36.jpg
"عبير قاسم الذيفاني",student5_أ_37@example.com,751145738,female,5,أ,students/student_5_أ_37.jpg
"إيمان إبراهيم الشريف",student5_أ_38@example.com,722029297,female,5,أ,students/student_5_أ_38.jpg
"سارة عمار الجبري",student5_أ_39@example.com,750175050,female,5,أ,students/student_5_أ_39.jpg
"إيمان حسين المتوكل",student5_أ_40@example.com,745547171,female,5,أ,students/student_5_أ_40.jpg
"فارس سامي المطري",student5_أ_41@example.com,740686977,male,5,أ,students/student_5_أ_41.jpg
"فارس فؤاد الصايدي",student5_أ_42@example.com,751028067,male,5,أ,students/student_5_أ_42.jpg
"سليمان فؤاد اليدومي",student5_أ_43@example.com,780392199,male,5,أ,students/student_5_أ_43.jpg
"حسن صالح القرشي",student5_أ_44@example.com,785627592,male,5,أ,students/student_5_أ_44.jpg
"هاني إبراهيم المذحجي",student5_أ_45@example.com,783117622,male,5,أ,students/student_5_أ_45.jpg
"خلود صالح السفياني",student5_أ_46@example.com,773217000,female,5,أ,students/student_5_أ_46.jpg
"حسين حسين الحاشدي",student5_أ_47@example.com,716683635,male,5,أ,students/student_5_أ_47.jpg
"حسن فؤاد الحرازي",student5_أ_48@example.com,782751603,male,5,أ,students/student_5_أ_48.jpg
"نورا مازن الخميسي",student5_أ_49@example.com,785754101,female,5,أ,students/student_5_أ_49.jpg
"أروى سليمان الإرياني",student5_أ_50@example.com,727773840,female,5,أ,students/student_5_أ_50.jpg
"حنان يحيى الصايدي",student5_ب_1@example.com,757903889,female,5,ب,students/student_5_ب_1.jpg
"أمل علي المؤيد",student5_ب_2@example.com,747571664,female,5,ب,students/student_5_ب_2.jpg
"عبدالله وليد الكندي",student5_ب_3@example.com,736789359,male,5,ب,students/student_5_ب_3.jpg
"محمد أحمد القرشي",student5_ب_4@example.com,783471041,male,5,ب,students/student_5_ب_4.jpg
"رامي صالح الشريف",student5_ب_5@example.com,793534972,male,5,ب,students/student_5_ب_5.jpg
"حسين عبدالله الجبري",student5_ب_6@example.com,742811729,male,5,ب,students/student_5_ب_6.jpg
"بلقيس قاسم القرشي",student5_ب_7@example.com,738917013,female,5,ب,students/student_5_ب_7.jpg
"إبراهيم عبدالله الكندي",student5_ب_8@example.com,746365320,male,5,ب,students/student_5_ب_8.jpg
"هدى حسين اليدومي",student5_ب_9@example.com,759474790,female,5,ب,students/student_5_ب_9.jpg
"إبراهيم عبدالله المؤيد",student5_ب_10@example.com,713330394,male,5,ب,students/student_5_ب_10.jpg
"صالح يحيى المؤيد",student5_ب_11@example.com,792488253,male,5,ب,students/student_5_ب_11.jpg
"عبدالله رامي الصايدي",student5_ب_12@example.com,746123836,male,5,ب,students/student_5_ب_12.jpg
"قاسم فؤاد الشريف",student5_ب_13@example.com,786313508,male,5,ب,students/student_5_ب_13.jpg
"سليمان أحمد المذحجي",student5_ب_14@example.com,735880339,male,5,ب,students/student_5_ب_14.jpg
"سليمان محمد اليدومي",student5_ب_15@example.com,769446990,male,5,ب,students/student_5_ب_15.jpg
"أحمد وليد البيضاني",student5_ب_16@example.com,738184728,male,5,ب,students/student_5_ب_16.jpg
"منى علي القرشي",student5_ب_17@example.com,763049701,female,5,ب,students/student_5_ب_17.jpg
"أروى حسن الصايدي",student5_ب_18@example.com,741361992,female,5,ب,students/student_5_ب_18.jpg
"بلقيس علي المطري",student5_ب_19@example.com,715025886,female,5,ب,students/student_5_ب_19.jpg
"مازن سامي الذيفاني",student5_ب_20@example.com,711515631,male,5,ب,students/student_5_ب_20.jpg
"فارس أحمد الإرياني",student5_ب_21@example.com,730887971,male,5,ب,students/student_5_ب_21.jpg
"مازن مازن الوزير",student5_ب_22@example.com,772392801,male,5,ب,students/student_5_ب_22.jpg
"هاني حسين الشريف",student5_ب_23@example.com,799449760,male,5,ب,students/student_5_ب_23.jpg
"سامي سليمان البيضاني",student5_ب_24@example.com,784981019,male,5,ب,students/student_5_ب_24.jpg
"فارس حسين الإرياني",student5_ب_25@example.com,763915645,male,5,ب,students/student_5_ب_25.jpg
"إيمان صالح الكندي",student5_ب_26@example.com,799893976,female,5,ب,students/student_5_ب_26.jpg
"هدى عمار الكندي",student5_ب_27@example.com,799036218,female,5,ب,students/student_5_ب_27.jpg
"هدى إبراهيم الجبري",student5_ب_28@example.com,761900000,female,5,ب,students/student_5_ب_28.jpg
"فوزية باسم الشريف",student5_ب_29@example.com,724352765,female,5,ب,students/student_5_ب_29.jpg
"حنان صالح الصايدي",student5_ب_30@example.com,752080153,female,5,ب,students/student_5_ب_30.jpg
"نورا علي الوزير",student5_ب_31@example.com,778490608,female,5,ب,students/student_5_ب_31.jpg
"سليمان محمد المطري",student5_ب_32@example.com,774884484,male,5,ب,students/student_5_ب_32.jpg
"عبير حسن الوزير",student5_ب_33@example.com,718212921,female,5,ب,students/student_5_ب_33.jpg
"فاطمة قاسم الخميسي",student5_ب_34@example.com,781930217,female,5,ب,students/student_5_ب_34.jpg
"فوزية محمد السفياني",student5_ب_35@example.com,716744889,female,5,ب,students/student_5_ب_35.jpg
"سامي قاسم المذحجي",student5_ب_36@example.com,759424456,male,5,ب,students/student_5_ب_36.jpg
"سلوى عمار الإرياني",student5_ب_37@example.com,797637004,female,5,ب,students/student_5_ب_37.jpg
"بلقيس أحمد الهمداني",student5_ب_38@example.com,751592991,female,5,ب,students/student_5_ب_38.jpg
"قاسم فارس القرشي",student5_ب_39@example.com,716678630,male,5,ب,students/student_5_ب_39.jpg
"ريم يحيى الشريف",student5_ب_40@example.com,769928903,female,5,ب,students/student_5_ب_40.jpg
"يسرى رامي الخميسي",student5_ب_41@example.com,748351467,female,5,ب,students/student_5_ب_41.jpg
"فوزية إبراهيم القرشي",student5_ب_42@example.com,790719340,female,5,ب,students/student_5_ب_42.jpg
"هدى سليمان السفياني",student5_ب_43@example.com,796594671,female,5,ب,students/student_5_ب_43.jpg
"فاطمة عبدالله الزبيري",student5_ب_44@example.com,781290729,female,5,ب,students/student_5_ب_44.jpg
"حنان مازن الوزير",student5_ب_45@example.com,740857317,female,5,ب,students/student_5_ب_45.jpg
"يسرى محمد الوزير",student5_ب_46@example.com,765188999,female,5,ب,students/student_5_ب_46.jpg
"رامي باسم الزبيري",student5_ب_47@example.com,710152930,male,5,ب,students/student_5_ب_47.jpg
"سارة علي السفياني",student5_ب_48@example.com,726114951,female,5,ب,students/student_5_ب_48.jpg
"حنان هاني اليدومي",student5_ب_49@example.com,797901589,female,5,ب,students/student_5_ب_49.jpg
"يسرى سامي الزبيري",student5_ب_50@example.com,755081516,female,5,ب,students/student_5_ب_50.jpg
"نورا عبدالله اليدومي",student6_أ_1@example.com,727925974,female,6,أ,students/student_6_أ_1.jpg
"هدى فارس القاسمي",student6_أ_2@example.com,725424253,female,6,أ,students/student_6_أ_2.jpg
"عائشة صالح السفياني",student6_أ_3@example.com,784779917,female,6,أ,students/student_6_أ_3.jpg
"محمد سامي المطري",student6_أ_4@example.com,764190908,male,6,أ,students/student_6_أ_4.jpg
"نورا عبدالله الشريف",student6_أ_5@example.com,751601980,female,6,أ,students/student_6_أ_5.jpg
"خلود وليد السفياني",student6_أ_6@example.com,747400768,female,6,أ,students/student_6_أ_6.jpg
"عبير صالح الوزير",student6_أ_7@example.com,712968559,female,6,أ,students/student_6_أ_7.jpg
"صالح يحيى المؤيد",student6_أ_8@example.com,736407567,male,6,أ,students/student_6_أ_8.jpg
"أمل مازن الإرياني",student6_أ_9@example.com,784857675,female,6,أ,students/student_6_أ_9.jpg
"يحيى صالح الصايدي",student6_أ_10@example.com,775677205,male,6,أ,students/student_6_أ_10.jpg
"أحمد عمار المذحجي",student6_أ_11@example.com,713027726,male,6,أ,students/student_6_أ_11.jpg
"فارس مازن الأهجري",student6_أ_12@example.com,780568535,male,6,أ,students/student_6_أ_12.jpg
"فارس وليد الهمداني",student6_أ_13@example.com,759112508,male,6,أ,students/student_6_أ_13.jpg
"سارة عبدالله الكندي",student6_أ_14@example.com,795877321,female,6,أ,students/student_6_أ_14.jpg
"عبير حسين القرشي",student6_أ_15@example.com,763707432,female,6,أ,students/student_6_أ_15.jpg
"فارس سامي الحاشدي",student6_أ_16@example.com,728535714,male,6,أ,students/student_6_أ_16.jpg
"محمد حسين القرشي",student6_أ_17@example.com,722513311,male,6,أ,students/student_6_أ_17.jpg
"عبدالله محمد المطري",student6_أ_18@example.com,724784061,male,6,أ,students/student_6_أ_18.jpg
"ريم هاني القرشي",student6_أ_19@example.com,742558687,female,6,أ,students/student_6_أ_19.jpg
"باسم عمار الصايدي",student6_أ_20@example.com,786598569,male,6,أ,students/student_6_أ_20.jpg
"فاطمة محمد الزبيري",student6_أ_21@example.com,727293067,female,6,أ,students/student_6_أ_21.jpg
"فوزية قاسم البيضاني",student6_أ_22@example.com,769582928,female,6,أ,students/student_6_أ_22.jpg
"فوزية سامي القاسمي",student6_أ_23@example.com,776239144,female,6,أ,students/student_6_أ_23.jpg
"يسرى باسم الأهجري",student6_أ_24@example.com,785750763,female,6,أ,students/student_6_أ_24.jpg
"بلقيس قاسم المطري",student6_أ_25@example.com,766943249,female,6,أ,students/student_6_أ_25.jpg
"منى حسن القرشي",student6_أ_26@example.com,723237321,female,6,أ,students/student_6_أ_26.jpg
"عبير محمد الذيفاني",student6_أ_27@example.com,768455676,female,6,أ,students/student_6_أ_27.jpg
"باسم قاسم الهمداني",student6_أ_28@example.com,774359565,male,6,أ,students/student_6_أ_28.jpg
"بلقيس فارس المطري",student6_أ_29@example.com,796892122,female,6,أ,students/student_6_أ_29.jpg
"سامي محمد الصايدي",student6_أ_30@example.com,741944221,male,6,أ,students/student_6_أ_30.jpg
"حنان باسم البكاري",student6_أ_31@example.com,731211952,female,6,أ,students/student_6_أ_31.jpg
"سارة عبدالله اليافعي",student6_أ_32@example.com,722360470,female,6,أ,students/student_6_أ_32.jpg
"منى فارس الصايدي",student6_أ_33@example.com,754881615,female,6,أ,students/student_6_أ_33.jpg
"يسرى هاني القرشي",student6_أ_34@example.com,787507269,female,6,أ,students/student_6_أ_34.jpg
"حسين محمد البيضاني",student6_أ_35@example.com,768905480,male,6,أ,students/student_6_أ_35.jpg
"يحيى صالح البيضاني",student6_أ_36@example.com,796008106,male,6,أ,students/student_6_أ_36.jpg
"محمد رامي الخميسي",student6_أ_37@example.com,752284684,male,6,أ,students/student_6_أ_37.jpg
"إيمان محمد الكندي",student6_أ_38@example.com,731570280,female,6,أ,students/student_6_أ_38.jpg
"هدى سامي الحاشدي",student6_أ_39@example.com,773925100,female,6,أ,students/student_6_أ_39.jpg
